pretrain_run_id,base_batch_size,checkpoint_step,bsz_mult,lr_mult,target_batch_size,status,invalid_batch_size,seed_count,seeds,expected_seed_count,expected_seeds,run_ids,history_points,unstable_seed_count,unstable_fraction,unstable_ratio_threshold,mean_initial_lin_loss,max_seed_lin_loss_ratio,mean_lin_loss_time_seed,per_seed_lin_loss_max,error
v1nnbc4z,1,1414332,1.0,2.0,1.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,tfyo2yfs uamxcny2 f7y6s240 8c1m1lta lce0oz6d yadg6g03 maqtq4dc gz30n3u1 oxwdtzjg cwzr9nd6,623903,10,1.0,4.0,2.607457661628723,65446061199.708145,695002.0927312297,174843691008.0,
v1nnbc4z,1,1414332,1.0,4.0,1.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,g3s3tz89 753dn41f alfyq38b ugc7j3zp wvs6nrdu u47e67zh 1d1sk3bm 7lszxya2 wgnam9cf iszs8ma5,112283,10,1.0,4.0,2.607457661628723,56681213626.1462,6351080.865237051,151427792896.0,
v1nnbc4z,1,1414332,2.0,0.25,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,touhd6bn nilbgyin zfqwlext iyfy3crm tjvf0q5w 7wbqpri0 xagq0ld1 0o3qzby1 3almi0hs 032x4v5o,1464850,0,0.0,4.0,2.603252673149109,1.7821591764281517,2.6745335947350317,4.100798606872559,
v1nnbc4z,1,1414332,2.0,0.5,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,tpr3bsx6 nk3hvuao irhh0fmp 01f12jwx 9mcyb68g nbz9xwjk cvzdttbd jur1ebd9 wbg47nsi 8uktp567,1464850,0,0.0,4.0,2.603252649307251,1.781707614233111,2.6769190328231534,4.095065593719482,
v1nnbc4z,1,1414332,2.0,1.0,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,fii0he19 u5ylas0c o2dhosre nynp9ig2 tux2bds9 ea7i1za7 wju6hxja rwm08gfy j5i580ty d68yjal8,1464850,0,0.0,4.0,2.603252649307251,1.784391553351319,2.6895833342636544,4.226101398468018,
v1nnbc4z,1,1414332,2.0,2.0,2.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,y5b1oofc pszbmmq4 mjz2x14d 57lg3sc4 kbxtduvq tvzd9mz9 dghj31gi 0aufgcd9 iyy726tf a8e9je3b,1464850,10,1.0,4.0,2.603252649307251,2568930.2008341113,16.298117852421974,6741529.0,
v1nnbc4z,1,1414332,2.0,4.0,2.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,x2blskea 00f3z3ky 8r8spp2e rmfrole7 43gf6xye 2b7bzspr 287mppvf x75n0u88 qf0uklbd kxgtuty4,314611,10,1.0,4.0,2.603252649307251,100044676583.4218,2164269.226092775,257208385536.0,
v1nnbc4z,1,1414332,4.0,0.25,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,saf9qle4 1ggva4bc szspnnzl tfxpdhxk 4m1w6333 nynwddtc o599zuj2 usgkrwt5 d74n6h1p 6r9tx363,732430,0,0.0,4.0,2.6899335861206053,1.409962988246072,2.6756909473518546,3.6282999515533447,
v1nnbc4z,1,1414332,4.0,0.5,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,vk4o9lka rxy02uk5 nqztcs6l 94xd5c5y k5lo56pw mwktjxop jtms21cv 9imphvka ui9xkr9c s39754hz,732430,0,0.0,4.0,2.6899335622787475,1.4084586708065086,2.6745362324588555,3.6244285106658936,
v1nnbc4z,1,1414332,4.0,1.0,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,xatjxk0t 5614d5ok 9g1bgi9f vxjopipm okvnxcgt av68pbxz v72bxh0c 12930una p0cyjhdf wg0uq52v,732430,0,0.0,4.0,2.6899335861206053,1.4084371382024155,2.676925021967681,3.6257734298706055,
v1nnbc4z,1,1414332,4.0,2.0,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,pvou31xd 3c1f359z zc81lxri kb8vmskx 4heakvpz u2g40664 07p8zvqq cxwlim5w u9wfz1ly 97jr72wu,732430,0,0.0,4.0,2.6899335861206053,1.412789085998313,2.6895988667733746,3.6397714614868164,
v1nnbc4z,1,1414332,4.0,4.0,4.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,wsfu14nb ch5tthr9 esucpgj8 4dxszh7w u9tve4aq qdbk42ou 41k4y4c6 jkiotsxe 6q0lxd8y 8vbnliz9,732430,10,1.0,4.0,2.6899335622787475,1471172.7188901673,17.54512439779827,3877469.25,
v1nnbc4z,1,2929688,0.25,0.25,0.25,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.25,0.5,0.25,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.25,1.0,0.25,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.25,2.0,0.25,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.25,4.0,0.25,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.5,0.25,0.5,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.5,0.5,0.5,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.5,1.0,0.5,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.5,2.0,0.5,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,0.5,4.0,0.5,abort,True,0,,10,1 2 3 4 5 10 11 12 13 14,,0,0,,4.0,,,,,
v1nnbc4z,1,2929688,1.0,0.25,1.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,j3b88nbd arjyv98q xy3wqtb5 3vrhyg4k odt75lsp b1tacypa 461q5drd aa3cxhro fu0ojsmv yylj717p,2929690,0,0.0,4.0,2.5770549297332765,2.341285825427897,2.5967618786449105,5.344057083129883,
v1nnbc4z,1,2929688,1.0,0.5,1.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,206tbzd0 7vvmfca7 td0ru0m8 wsenjgyp h15guvtl xo3anxgn yfzv1qm9 aqq8kvq6 pjedk7f9 gv2n1iod,2929690,0,0.0,4.0,2.5770549058914183,2.342179892586458,2.597982487264889,5.349462985992432,
v1nnbc4z,1,2929688,1.0,1.0,1.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,l7mxnpn0 atz3fewi hb368891 7y9aqddm dde8826c pglrbqud 5nch9wpk bpo2xguz htzd0sdi kmexoh64,2929690,0,0.0,4.0,2.5770549297332765,2.3450519918352324,2.6020797606649806,5.359259128570557,
v1nnbc4z,1,2929688,1.0,2.0,1.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,fvs1uz7b pby2qpom gwsneumz w76klhpb 699wdj4f qwgpahqc usdpwrgu wsp3y23y 196or7fs jj31m2np,2929690,0,0.0,4.0,2.5770549058914183,2.3521842426676036,2.61342478241291,5.3783345222473145,
v1nnbc4z,1,2929688,1.0,4.0,1.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,92nqlefb txsdotjt syi3uvgn 0aize89k g3lsthoo n38xxcto tc85ljub avokkgs6 cwkmoa29 qqwo7j9t,2929690,10,1.0,4.0,2.5770549297332765,300521.10336735443,3.7379737265566755,775753.6875,
v1nnbc4z,1,2929688,2.0,0.25,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,31ap9dyh 8rto45f4 6fvws3cp 65zl2rc2 8eg99uci talimpld 9jylcg27 qrcigdcw z9q8vavp zo3us3xu,1464850,0,0.0,4.0,2.4894454717636108,1.9698794056598492,2.5966005846545626,4.328981399536133,
v1nnbc4z,1,2929688,2.0,0.5,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,5re7nk70 8r3hnib1 y1dctnuh 8oq08z8f 3a1s2mqm ereft7py p3cq2imd sktv540c a3ogwn83 dhsnejp4,1464850,0,0.0,4.0,2.489445447921753,1.969560224915019,2.5967617643850756,4.328279972076416,
v1nnbc4z,1,2929688,2.0,1.0,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,gr4b1p5a 0r0883qy t5ycuqzs yagc3j5c wgcpd6r6 qr06603b dm94qnte o552783c jnseeidb d0x4f2ys,1464850,0,0.0,4.0,2.489445447921753,1.970082717935788,2.5979825445547093,4.329428195953369,
v1nnbc4z,1,2929688,2.0,2.0,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,u8wqcdhy 1ksg1imf r1k0f4qd c3p039fj sih9vdik 8b8kv0c8 twk0eljw mdnktry7 bcq8re5k 87xmi91t,1464850,0,0.0,4.0,2.4894454717636108,1.972660682877548,2.602080366182446,4.3350934982299805,
v1nnbc4z,1,2929688,2.0,4.0,2.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,g9s7oo7p dtbbdpn8 4z35lewo f6qd1wfg 8rcy4s18 imrliy6e r5ms9b3b qi51a57m o0djsvvb xnqjaltd,1464850,0,0.0,4.0,2.489445424079895,1.9793339689463825,2.6134270675352345,4.349758625030518,
v1nnbc4z,1,2929688,4.0,0.25,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,6yyc55d8 amrz4ldu 5kd32qlm pjaboxqb ndhqaa7t blwf55t6 ivcy1qiu c5c2qlcc 3mmjoi9d wol9rsso,732430,0,0.0,4.0,2.6059781551361083,1.4665164022320998,2.5967608786969754,3.6719937324523926,
v1nnbc4z,1,2929688,4.0,0.5,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,g7f3di5f c9gjbv7u ki3c13b8 ptpl6nxg lewybjae ha52zfgp lqoot0vf awwmuris u80dqseu yrr7yvbs,732430,0,0.0,4.0,2.6059781551361083,1.4660331998471667,2.5966008649727117,3.6722025871276855,
v1nnbc4z,1,2929688,4.0,1.0,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,7kie4qbk wzheahbz 7zsgjwg0 krskib9x yg5oj2cl 1bxym27m i23vxfez pa3krjcm sehvn3k7 pfubhafe,732430,0,0.0,4.0,2.605978178977966,1.465427167631132,2.5967622725140322,3.672959566116333,
v1nnbc4z,1,2929688,4.0,2.0,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,q3w49t4h 6b0ii2hg z56oq0zr oz0gtnr6 tgbhutdv 1knbu14x ax4phgkw xgclcv99 4mgvc4ss tzb5xp5z,732430,0,0.0,4.0,2.6059782028198244,1.46508997236231,2.5979836551158697,3.675633430480957,
v1nnbc4z,1,2929688,4.0,4.0,4.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,8u4ago14 kkbbfbz3 wvpg2h97 r0pru7sd f2imufy8 0807tny4 ows167m2 8qohd9d3 ju1br115 3ev7d21u,732430,0,0.0,4.0,2.605978178977966,1.4658085659920381,2.6020832764167015,3.6825947761535645,
qo82arcx,64,3157,0.25,0.25,16.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,nct1x58o 3t4jxjs2 i4r8jzfs w8jhs4bb jv4gkolo a4cvz9i6 mnzj5781 a9ord3cs kbzoi5he 54r2xqvu,48865,10,1.0,4.0,3.157327747344971,55122565486.247345,12363301.088608164,175561293824.0,
qo82arcx,64,3157,0.25,0.5,16.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,edqeayw3 2wvxk2bh zwoq62a6 b01fd7gg a6xv2mdc wx4cuo1l tvk4u7j0 gnufojkv qykwxq4h y48t20b8,15800,10,1.0,4.0,3.157327747344971,46271081550.84707,43488259.86634577,141825589248.0,
qo82arcx,64,3157,0.25,1.0,16.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,3lradbba vkm9ul9s 1d5uq3qe 2d7whqet jg228vr2 3ee4x146 rtm1dfx2 71i1sr48 pzuv79kr eu8wiid5,6067,10,1.0,4.0,3.157327747344971,38793182537.660835,142238289.4175859,122798456832.0,
qo82arcx,64,3157,0.25,2.0,16.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,gsg8lt21 qvdbgwcw 5e0hja0g b40ca18m hx4714za 3jqm5rn6 dfs0128n m2o7nqg1 25c0vydi eno6bgjm,2436,10,1.0,4.0,3.157327747344971,34765458781.0365,352016587.8461202,114917523456.0,
qo82arcx,64,3157,0.25,4.0,16.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,0yamf4de a01a9upf x0hdx0v8 won7gmnw 13wwu0cy e5906w15 idm4tu5g q2g0hpj6 mycuoex6 m6fpu5rf,118,10,1.0,4.0,3.157327747344971,55377750283.49971,5724158614.629704,176374038528.0,
qo82arcx,64,3157,0.5,0.25,32.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,ni8a43y9 z8heyise rosge9ps e5ox0sbq olxfxc7p urbte8a1 bcjbda2e 7jlm2c4t 5ky9o4de 1ka4nfmt,91560,10,1.0,4.0,3.18031964302063,9874452.500776578,1923.2473590763573,30969032.0,
qo82arcx,64,3157,0.5,0.5,32.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,ssc56dhp 0ym4fz9w q03vktto 7ymz5638 or06yloh fghmujcy o9dcu7kf 19m86i8b w0vkj6g9 g2to0tew,26869,10,1.0,4.0,3.18031964302063,121124727605.85432,33709290.434604146,379880865792.0,
qo82arcx,64,3157,0.5,1.0,32.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,wiffnrqh 1dj3lxu7 oqihv7to wenlkt76 4hkyk5vw 0p5rtor5 6i8hfgl4 c09zfp89 e5c8tqtn utjcrco0,8333,10,1.0,4.0,3.18031964302063,123734429534.53366,151934302.30843052,400083419136.0,
qo82arcx,64,3157,0.5,2.0,32.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,vwee9k55 5mvgceqp dnkmxs89 s9m3t5fa ks409em3 on4tr2g9 kyx16l93 g6qfrrt7 ymdlb9t6 8vkxt51u,3786,10,1.0,4.0,3.18031964302063,321774015301.8124,413383376.32348806,986073661440.0,
qo82arcx,64,3157,0.5,4.0,32.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,kkjcgkpb x896u43i uv1fj7i9 svrbzghw 0di2nbte mga5xj39 e4nsi0tm qur579p2 hu3cfue7 045tftq1,119,10,1.0,4.0,3.18031964302063,67674886812.57494,9540050825.933895,217208750080.0,
qo82arcx,64,3157,1.0,0.25,64.0,ok,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,5kw5buno 9he1jfct qhh3v3n6 6g9ygbic 97a7itbp wnm5udsh 0ptk6c47 40qipxq8 nd5evtmd uc91pgmz,45780,0,0.0,4.0,3.1659912347793577,1.059623898036176,3.0448627376566817,3.2894511222839355,
qo82arcx,64,3157,1.0,0.5,64.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,n315xay7 bfoipc98 98vyk1l5 mwk65l66 x7f34fr7 e8qag726 nn920et9 sf41pbs1 69o5l29g 8vg7exj8,45780,10,1.0,4.0,3.1659912347793577,737048.1441788848,158.58649971165894,2280667.25,
qo82arcx,64,3157,1.0,1.0,64.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,naxq9g09 kx5oo2nt fh3a89ti qik1l0kk ltbs357r phr9kylx b75tr0wh usx2mi4e 2rqwuc8k at44n8lv,14853,10,1.0,4.0,3.1659912109375,10673106731.442144,20458708.513360046,33954435072.0,
qo82arcx,64,3157,1.0,2.0,64.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,ilc4gkob 0mdbbe6v 2jdu1o7l j1ma2yem djq696sm lohzsomt fvman90f hd2v0kur 567d7qfo kvv3s7hp,5168,10,1.0,4.0,3.1659912347793577,63707975726.85081,150548043.8629091,205015891968.0,
qo82arcx,64,3157,1.0,4.0,64.0,spike,False,10,1 2 3 4 5 10 11 12 13 14,10,1 2 3 4 5 10 11 12 13 14,nvx8aj1q fgc42r4p sk2r061t xryy845l vvewjtzz ahl2sx1i b1y2foqs 6wl0u1zr iduapmsm vznsrz6d,119,10,1.0,4.0,3.1659912109375,37254038921.16363,6269602704.289321,119223558144.0,
