pretrain_run_id,base_batch_size,checkpoint_step,bsz_mult,lr_mult,target_batch_size,invalid_batch_size,expected_seed_count,expected_seeds,unstable_ratio_threshold,status,seed_count,seeds,run_ids,history_points,unstable_seed_count,unstable_fraction,mean_initial_lin_loss,max_seed_lin_loss_ratio,mean_lin_loss_time_seed,per_seed_lin_loss_max,error
9ywn9y0z,1,202047,2.0,4.0,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,u8q8egra ylnwtxun q6it1vlm s9hhc67j 7l2kdvg6 fetm7snc 4g2y79fn 8akhwif9 3yzxqqeg yjs186yp,61973,10,1.0,3.0404204607009886,119881271399.56767,17220595.494207345,380996911104.0,
9ywn9y0z,1,202047,4.0,0.25,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,aa9yqxbg iwlgndnf bg03ve50 nm0gmf48 yggdi9nw zutsc69x c1o1dwrj vn4z8u8y ztlp14hx zbomgtly,732430,0,0.0,2.997245764732361,1.3908737830010351,3.0287060362431735,4.0825958251953125,
9ywn9y0z,1,202047,4.0,0.5,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,tk8c36wl bjmlkari ixpmb7lk 4y3euxqd tfp62o4r d467vr0a p3zcy3i6 c7ykrdw6 y3upgqu6 kczbq58f,732430,0,0.0,2.997245764732361,1.3896547534031785,3.0123525424740114,4.079017639160156,
9ywn9y0z,1,202047,4.0,1.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,hxdyspry 9v4xiaqi 850k85sa 187uvssj agyl434q 4hamvl3r 851e0d4n 7ixe2wgk j72113o2 48o0j9k8,732430,1,0.1,2.997245764732361,9.748473126440532,3.0084755973958304,28.61444091796875,
9ywn9y0z,1,202047,4.0,2.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,kz4uuqmp jauo646w s5ge993t 5m7ci3g2 a2l5d139 lfqntzm2 fxgrgf3k o7ahnqaz 0hjlp886 atrms5g8,514297,10,1.0,2.997245764732361,16320082169.694609,725501.1123110264,51068952576.0,
9ywn9y0z,1,202047,4.0,4.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,fkyia7al e8cqaffa 4fus7g31 h8lb16jg q1gzqni4 yaod7c4j 6xl826xo b14nmp7x kzs19tir p1r8e18q,162257,10,1.0,2.997245764732361,79690127039.02032,5524196.222420249,249367085056.0,
9ywn9y0z,1,1414332,0.25,0.25,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.25,0.5,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.25,1.0,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.25,2.0,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.25,4.0,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.5,0.25,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.5,0.5,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.5,1.0,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.5,2.0,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,0.5,4.0,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,1414332,1.0,0.25,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,ahcpgrga bpgvg4ht jfz2p0qo e6k1wpai slbyj8j8 6ropjqd3 x9qnqqvq goo58rnc 8g0c12ev dtqbb13f,2929690,0,0.0,2.606490063667297,2.490079125104238,2.6843955765509944,4.970417499542236,
9ywn9y0z,1,1414332,1.0,0.5,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,i439qa6a xiyvjoub 3sobw8a3 ee4qop7g p32qgvd9 n9vn46wm jrq1p047 egrkgh7x qb92cyl1 386hu0ds,2929690,9,0.9,2.6064901113510133,312.79764595908495,2.7061668606926395,876.7845458984375,
9ywn9y0z,1,1414332,1.0,1.0,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,pln6nc7j or6xqp2h g0icshhk dfr2vc0x qlncvd7w wvtidkga u2lm0xb2 9zpoyyxc 47605668 7l4i5nfl,2746180,10,1.0,2.6064900398254394,19122633004.960945,60602.21344201754,41548185600.0,
9ywn9y0z,1,1414332,1.0,2.0,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,ymdhhmye 6beif37s 9hjjn9mp j7hq5c83 sjz7abtg kfzyhnx1 ime7lcc8 mj16fw1e aoowj18f fyc6dnfn,335969,10,1.0,2.606490063667297,114896306404.35094,2235636.548743682,300321669120.0,
9ywn9y0z,1,1414332,1.0,4.0,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,bd7sn5jl b2yzc7b5 s3fm2cp0 qhcyqp8d 2aocc7u6 0vcuctf1 de3c96cn d498klmy 9ygxt11u 15garl6y,46320,10,1.0,2.606490063667297,50205281369.9394,12087951.220062373,136737759232.0,
9ywn9y0z,1,1414332,2.0,0.25,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,i0c6c7ff tfakawem 033evmeb dtw9n17y uj6fgfcp adt71hkk 2ukgn8an 3hrug26x pj1qrqwl qzmyzo5j,1464850,0,0.0,2.6573689937591554,1.668560723107256,2.6797946849337095,4.256597995758057,
9ywn9y0z,1,1414332,2.0,0.5,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,kx7j1nlb pix615ss 3wu8g794 yvbk8pc3 6v8wzi5c bwlfa258 28l1srwn s0xsgij9 rzg0k2s2 wjea5glz,1464850,0,0.0,2.6573689937591554,1.6711560505808263,2.684398969855492,4.262860298156738,
9ywn9y0z,1,1414332,2.0,1.0,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,2pqewipn q2ph0g4z awbhlsh5 i453u7fm 0p23wt07 s0csmot8 hepkn35q 3xwp2qxo z6wymq6g wemp5qbp,1464850,8,0.8,2.6573689937591554,159.8381150146783,2.706279387913349,447.12451171875,
9ywn9y0z,1,1414332,2.0,2.0,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,v00ruasf ayki0y5z uvso3cyc wjgawkvb 06xio2en 0q6hnflm er3dwnt1 apw91tss v8rp22eg 8yhblul9,1381347,10,1.0,2.657369017601013,14117185758.31829,95362.63063870995,34248916992.0,
9ywn9y0z,1,1414332,2.0,4.0,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,kff7qlu4 6p3wu815 agpimgm7 sfrmh68g 5asyo4k9 7dqdfayl b6gsmnbr aeqo5l5t epucr74k qef95apf,177217,10,1.0,2.6573689937591554,37217054785.86542,4302289.001801846,93153845248.0,
9ywn9y0z,1,1414332,4.0,0.25,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,48pqqcxy c9e7g180 ecqf9cf2 x3isy8dn 5gg4hv2j h3v01h27 vkwzp1dn uwfe6ryw cqm5kp1z nrdigpki,732430,0,0.0,2.6500977277755737,1.5412352049761522,2.6807388059115693,3.58184814453125,
9ywn9y0z,1,1414332,4.0,0.5,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,r2oxwgcf 8ga93ovx in8dus23 rpc4ngeo yk5q9xw5 lorahok0 tsbgvdl8 roljid9w u8ixyd3v e08u4uac,732430,0,0.0,2.6500977516174316,1.5403349251938712,2.679798123546254,3.580362319946289,
9ywn9y0z,1,1414332,4.0,1.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,n8nadr20 q9y5cm0g rqxlh2rp xouplzho 47fcts47 jbios6c2 nhif7kqm plgl4hlp xdiez4o5 uio0g9en,732430,0,0.0,2.6500977754592894,1.5425993907120066,2.6844084793141496,3.585268497467041,
9ywn9y0z,1,1414332,4.0,2.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,y8ls2ji6 ru4zussn zn704o3z iqfnlgz5 mroxo6jw mk00os0n k3o6aab8 jdmnbhzk 3nka5gww lo7rb3o3,732430,5,0.5,2.6500977516174316,79.35220403270938,2.7064241399262805,231.2989959716797,
9ywn9y0z,1,1414332,4.0,4.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,5qewckwc s65yllzi 41ny76b6 t06ugztm jo3ulaqc amz4hyle lv6t6bbx 0a7tzjvv 7scfapno zlqp0wxp,698189,10,1.0,2.6500977516174316,13759941192.28208,211167.09281895348,31695570944.0,
9ywn9y0z,1,2929688,0.25,0.25,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.25,0.5,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.25,1.0,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.25,2.0,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.25,4.0,0.25,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.5,0.25,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.5,0.5,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.5,1.0,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.5,2.0,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,0.5,4.0,0.5,True,10,1 2 3 4 5 10 11 12 13 14,4.0,abort,0,,,0,0,,,,,,
9ywn9y0z,1,2929688,1.0,0.25,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,9vk5jy08 9xb38xnl mk2hx549 j5r9ilwn llhwuk3s f81od0zq qvlz1zco szd23ju3 r65jn8mm yzzopxgt,2929690,0,0.0,2.682983732223511,2.3555754131984386,2.6024031894308877,5.401938438415527,
9ywn9y0z,1,2929688,1.0,0.5,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,oda6df6n 27ygz1qf 1i6vmrqw ppxv191k utfbuqgq 5oz0bt3j 5zb7fa12 1hk9sugr gvw3kmvh m3ue4h4g,2929690,10,1.0,2.682983732223511,9570.319943198923,2.637802767066984,25889.248046875,
9ywn9y0z,1,2929688,1.0,1.0,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,oa1khhqn lrvyepmp 6g1sbdcl i0ab8d6x s47ygbdg 9wk3xr8k zlm35pp2 ckwomy1k sxdwbaat rbk6il9p,2906608,10,1.0,2.6829837560653687,4637608480.549688,11187.662304672685,13012683776.0,
9ywn9y0z,1,2929688,1.0,2.0,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,c1lplztz t06lh389 q8qjbeq6 f6vl42h6 1lh3aciw 21k0hh85 10d3w8tn kxxw8mp9 jfh58wkq 3r7dqfu7,602114,10,1.0,2.6829837560653687,27437066523.827904,863884.566709261,72791334912.0,
9ywn9y0z,1,2929688,1.0,4.0,1.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,9tmb8owv grmshekh h26od2ba zvilakfi au0ig9rh whlmhkis lnu0dcbe 7n1ymaef iou0g49x nazxpyb7,106217,10,1.0,2.682983732223511,51211392922.582954,7251673.4177501695,122376724480.0,
9ywn9y0z,1,2929688,2.0,0.25,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,s9sug8sn tdu4yzys bcv3s35m txlcsoio jwy4sw2m bfr7i8f6 8unyaq3p xljzfkbr vr57rgah xo76wgvg,1464850,0,0.0,2.591737985610962,1.883949472154425,2.596774880596162,4.247841835021973,
9ywn9y0z,1,2929688,2.0,0.5,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,chfma369 xeene13c 426ne1nz ntptojln z3p6j83m tdwey0c0 c801byur hychf7kz nrocx3rj 4ib73jf5,1464850,0,0.0,2.591737985610962,1.888613470355992,2.6024050684727498,4.258358001708984,
9ywn9y0z,1,2929688,2.0,1.0,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,5dh7tcye lk5pt28y 2ltrb8wh cpy6w5bm 2jbjlcup ynvajvfd tq3534fk de0x6ta0 f9kfrqxx l8rzpyk5,1464850,10,1.0,2.591737985610962,4825.661259778675,2.637925423455774,13028.869140625,
9ywn9y0z,1,2929688,2.0,2.0,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,7oa0h11e b5imi1ws oskz3atn 6396xh66 gp6lx2d9 0x86qbze 30pletsa j1lu22z2 sgcc4zvb y95aonwx,1464284,10,1.0,2.591737985610962,10675856884.408276,34678.548582931384,30505080832.0,
9ywn9y0z,1,2929688,2.0,4.0,2.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,h7ej8fs5 4wfltv1y atxdermw 0dcjv0fn zs6wy6j9 66azwt7t jt0chkv7 2yb4xl7p mjqax3xd doynx5sb,312671,10,1.0,2.591737985610962,49086064252.706535,2055872.6078615661,145729683456.0,
9ywn9y0z,1,2929688,4.0,0.25,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,qackqats hg3ot6ou gbgx26dx jg7rf1pl qtxkbygx atm6jyql yrenvjw3 k1sqdesq bxn1cg18 9at6xo3l,732430,0,0.0,2.642633819580078,1.4484270904470622,2.595886876485509,3.53464150428772,
9ywn9y0z,1,2929688,4.0,0.5,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,6a91q7x2 uximiod1 hb8jqe1u 2bkhf5hs nm858xuz k9zct8gq ft8nopix mfqawwns ceakepv0 mj1k6r8j,732430,0,0.0,2.642633843421936,1.44844506711452,2.5967773681362853,3.5346853733062744,
9ywn9y0z,1,2929688,4.0,1.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,pdtq4h7k d9b9jl8x 2qgvzrst jt7o6mn7 yb18v1n8 xwlygzvb ahwrns6w d50dgo39 bwds1ssl 4n4elco1,732430,0,0.0,2.642633843421936,1.4506091061590602,2.602411643329682,3.539966344833374,
9ywn9y0z,1,2929688,4.0,2.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,e9btzaut yk9o0b9z n05owr00 h63k94bm 8ub8my93 pdsw4rmm 91hvpu8o 5ghpud89 3fmyov1h 0vpl6ag2,732430,10,1.0,2.642633843421936,2493.888951811595,2.6384457419117275,6722.8095703125,
9ywn9y0z,1,2929688,4.0,4.0,4.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,69ryt23a f9mkh4wz 177ymzbf strxag1m okn70r1p vi0cb5ch bmzdzss7 128ro3ne wexw7os3 qrcgobas,732147,10,1.0,2.642633819580078,7170637087.0402355,44217.402012018574,20324882432.0,
d5omzcsy,1024,197,0.25,0.25,256.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,8fw61e7m nup1yiry rnn0dv16 sn4zqu0b heylsfqx yfuhqmds 2vczwz8y pppwyd77 zygsiwb0 wx9obygk,11450,0,0.0,4.4480061531066895,1.0074829372407887,4.161992628543137,4.485428810119629,
d5omzcsy,1024,197,0.25,0.5,256.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,ive741pd ioweb967 x1jvihqi qi6zcwei ddxchmx5 cwuzp5r1 habigxtk n2ufwe2l 00o4qdg3 540k8aqf,11450,8,0.8,4.4480061531066895,41939568.74510567,32098.39151285898,186835456.0,
d5omzcsy,1024,197,0.25,1.0,256.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,vkbl0nk1 zihx3dcb warpsquu gows6l0w 11p6itv6 5kswwok6 njayjgjf rp5hrbgp uynbxey3 kqph9ztg,5472,10,1.0,4.448006105422974,80297244806.07413,153102087.58523947,357714034688.0,
d5omzcsy,1024,197,0.25,2.0,256.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,39zuiy5q mbfx7m0j 6coz6aj1 jl203w6y u6xnrrx1 pgi8l5u4 vg09s7uu 6yqs245r 5f8828kw ift9iou3,120,10,1.0,4.4480061531066895,10009059834.844904,3270640343.9461417,44576362496.0,
d5omzcsy,1024,197,0.25,4.0,256.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,d28w6vu8 l1bfiook wnubr3mt wvl872mg 76hyxd8r pjs7pmgs 47rbmvh2 oid1a6wf w1yt9epk lkpniprm,80,10,1.0,4.4480061531066895,175433841065.57706,81261922700.89047,781312393216.0,
d5omzcsy,1024,197,0.5,0.25,512.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,31zkqkln sklja9wn 6seg0k5q jjwvbmyr yo4d9zm4 7bh6odtj mlbtqw7d 5bqsxa0y 7eisky8e dbmasrf2,5730,0,0.0,4.448851776123047,1.008361550724758,4.1969213589739836,4.469836235046387,
d5omzcsy,1024,197,0.5,0.5,512.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,4msgpbqd 4w8roppo 6im936ef gt5zlf77 oiqadrby eyw8x1j6 a1k2hl1x n87d53sv vxpph01v twukre8o,5730,0,0.0,4.448851728439331,1.013606429551993,4.163328171442108,4.492125511169434,
d5omzcsy,1024,197,0.5,1.0,512.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,fwd2codo wgqvdq71 82t6a6w4 jm00pps2 adijwoq4 gtzvf96o 6gdbxfgv zqram4qm fcfrbgxu smnrdh27,5730,8,0.8,4.448851728439331,14664.513373646472,63.62140756294157,65250.94921875,
d5omzcsy,1024,197,0.5,2.0,512.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,ez5uihvk v81xiejb 8x2z5quj mhnia2cc 5rg3omqn 5jnjmvev 05m72u24 qk6h48uw 7nz6hilf hnc2er81,120,10,1.0,4.448851728439331,9562969272.092474,3264293093.9943557,42683629568.0,
d5omzcsy,1024,197,0.5,4.0,512.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,spike,10,1 2 3 4 5 10 11 12 13 14,cz0r79pt zqz533e4 2dp8pi02 hywz8bpz 0kt27s3w egwcti27 7tdmh4di zi9oqgsl w4chrnhc 1o463feu,80,10,1.0,4.448851776123047,155857089640.693,80942157327.54074,694728589312.0,
d5omzcsy,1024,197,1.0,0.25,1024.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,7uqqo7vz uzi8u57e 498y8k1i fqx0de2o jo65ywe6 e66f6lxu a7ujxg4c onkuvhlw vog579fk hqm3khdp,2870,0,0.0,4.450494480133057,1.004551240758249,4.241353286683352,4.466342926025391,
d5omzcsy,1024,197,1.0,0.5,1024.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,lghzzw7c tij5102e d6dykgzj 16x6s5f2 8a4y5bcb xxnpfxcd r5kq5cg6 ba17opdi ggycn1yh hkiyljio,2870,0,0.0,4.4504945278167725,1.0083853517933294,4.19932789420417,4.48915958404541,
d5omzcsy,1024,197,1.0,1.0,1024.0,False,10,1 2 3 4 5 10 11 12 13 14,4.0,ok,10,1 2 3 4 5 10 11 12 13 14,t8dqmf7b hwm2zm4t 80zdkra2 kqliy9o7 pepow7rw g47xf1hl ds62qr4s ga4uuujs l2pgqhpg xtm1zxk7,2870,0,0.0,4.4504945278167725,1.0342232496768344,4.1701679533782325,4.603379249572754,
